Row number,Accredited entity,Operating name,Provider type,Provider code,Accreditation ID,UKPRN,URN,Accreditation type,Start date,,,
739,Tudor Grange Initial Teacher Training,Tudor Grange Initial Teacher Training,School,T87,5582,10031583,,Training Partner,01/08/2025,,,
740,Turing House School,Turing House School,School,T98,,10053860,,Training Partner,01/08/2025,,,
741,Two Counties,Two Counties,School,26Q,,10006865,,Training Partner,01/08/2025,,,
742,Two Mile Ash ITT Partnership,Two Mile Ash ITT Partnership,School,T89,5598,10059102,,Training Partner,01/08/2025,,,
743,Two Mile Ash School,Two Mile Ash School,School,1WY,,10059102,,Training Partner,01/08/2025,,,
744,Unity Teacher Training Partnership,Unity Teacher Training Partnership,School,3U1,,10072593,,Training Partner,01/08/2025,,,
745,University Campus Oldham,University Campus Oldham,HEI,KG8,,10006770,,Training Partner,01/08/2025,,,
746,University of Bolton,University of Bolton,HEI,8N5,1586,10006841,,Training Partner,01/08/2025,,,
747,University of Hull,University of Hull,HEI,H72,1551,10007149,,Training Partner,01/08/2025,,,
748,University of Plymouth,University of Plymouth,HEI,P60,1557,10007801,,Training Partner,01/08/2025,,,
749,UTC South Durham,UTC South Durham,School,2U3,,10064290,,Training Partner,01/08/2025,,,
750,Valentines High School,Valentines High School,School,1OM,,10007204,,Training Partner,01/08/2025,,,
751,Valley Invicta Academies Trust (VIAT),Valley Invicta Academies Trust (VIAT),School,1CU,,10033423,,Training Partner,01/08/2025,,,
752,Valley Invicta Teacher Training with the University of Sussex,Valley Invicta Teacher Training with the University of Sussex,School,3V2,,10033423,,Training Partner,01/08/2025,,,
753,Wade Deacon Trust,Wade Deacon Trust,School,1KQ,,10007848,,Training Partner,01/08/2025,,,
754,Waldegrave Training Alliance,Waldegrave Training Alliance,School,1FP,,10037849,,Training Partner,01/08/2025,,,
755,Waldegrave Training Alliance with the University of Sussex,Waldegrave Training Alliance with the University of Sussex,School,3FP,,10037849,,Training Partner,01/08/2025,,,
756,Waltham Forest Partnership,Waltham Forest Partnership,School,1AK,,10007784,,Training Partner,01/08/2025,,,
757,Wandle Teaching School Hub,Wandle Teaching School Hub,School,13V,,10066360,,Training Partner,01/08/2025,,,
758,Washington and Chester le Street Teacher Training Alliance,Washington and Chester le Street Teacher Training Alliance,School,2W4,,10068929,,Training Partner,01/08/2025,,,
759,Waterton Academy Trust,Waterton Academy Trust,School,2EL,,10060843,,Training Partner,01/08/2025,,,
760,Watford Grammar School for Girls,Watford Grammar School for Girls,School,12L,,10031380,,Training Partner,01/08/2025,,,
761,Waverley School in partnership with Birmingham City University,Waverley School in partnership with Birmingham City University,School,1RH,,10060245,,Training Partner,01/08/2025,,,
762,Wealden Partnership,Wealden Partnership,School,1Z2,,10002980,,Training Partner,01/08/2025,,,
763,Wealden Partnership with the University of Sussex,Wealden Partnership with the University of Sussex,School,4W3,,10002980,,Training Partner,01/08/2025,,,
764,Weatherhead High School,Weatherhead High School,School,21D,,10035973,,Training Partner,01/08/2025,,,
765,Welford on Avon School Teacher Training Hub,Welford on Avon School Teacher Training Hub,School,2L6,,10078076,,Training Partner,01/08/2025,,,
766,Wessex Teach,Wessex Teach,School,1QW,,10034818,,Training Partner,01/08/2025,,,
767,West London Teacher Training Alliance (Primary),West London Teacher Training Alliance (Primary),School,1EL,,10036715,,Training Partner,01/08/2025,,,
768,West London Teacher Training Alliance (Secondary),West London Teacher Training Alliance (Secondary),School,2BV,,10036715,,Training Partner,01/08/2025,,,
769,Wheatley Hill Primary School,Wheatley Hill Primary School,School,3DR,,10007159,,Training Partner,01/08/2025,,,
770,Whitburn Church of England Academy,Whitburn Church of England Academy,School,23F,,10038631,,Training Partner,01/08/2025,,,
771,White Rose Alliance,White Rose Alliance,School,196,,10003643,,Training Partner,01/08/2025,,,
772,White Woman Lane Junior School,White Woman Lane Junior School,School,1MH,,10072966,,Training Partner,01/08/2025,,,
773,Wigan and West Lancashire Catholic School Direct,Wigan and West Lancashire Catholic School Direct,School,27Q,,10003956,,Training Partner,01/08/2025,,,
774,Wigan Catholic Primary Alliance,Wigan Catholic Primary Alliance,School,4W4,,10003956,,Training Partner,01/08/2025,,,
775,Wildern Partnership,Wildern Partnership,School,1WH,5632,10033371,,Training Partner,01/08/2025,,,
776,William de Ferrers School,William de Ferrers School,School,2W1,,10033230,,Training Partner,01/08/2025,,,
777,William Shrewsbury Primary Partnership,William Shrewsbury Primary Partnership,School,2FM,,10065446,,Training Partner,01/08/2025,,,
778,Winchester Teaching School Alliance,Winchester Teaching School Alliance,School,27L,,10016269,,Training Partner,01/08/2025,,,
779,"Windsor, Ascot and Maidenhead Consortium","Windsor, Ascot and Maidenhead Consortium",School,1AZ,,10005550,,Training Partner,01/08/2025,,,
780,Windsor Teaching Alliance,Windsor Teaching Alliance,School,23R,,10005550,,Training Partner,01/08/2025,,,
781,Wirral Schools Collaboration (Pensby),Wirral Schools Collaboration (Pensby),School,1ME,,10003957,,Training Partner,01/08/2025,,,
782,WISE ITT,WISE ITT,School,15Q,,10033407,,Training Partner,01/08/2025,,,
783,Wood Green ITT Alliance,Wood Green ITT Alliance,School,1O7,,10033330,,Training Partner,01/08/2025,,,
784,Woodrush Training Consortium,Woodrush Training Consortium,School,21T,,10034168,,Training Partner,01/08/2025,,,
785,Woolwich Poly,Woolwich Poly,School,1HC,,Not found,,Training Partner,01/08/2025,,,
786,Wren Academy,Wren Academy,School,19V,,10024205,,Training Partner,01/08/2025,,,
787,Wright Robinson College,Wright Robinson College,School,7Z5,,10084213,,Training Partner,01/08/2025,,,
788,Yarrow Schools Alliance,Yarrow Schools Alliance,School,22P,,10040125,,Training Partner,01/08/2025,,,
789,York College,York College,School,Y70,,10007709,,Training Partner,01/08/2025,,,
